Hora,Carga_kW,Irradiacao_W_m2
2446,4.579252169983822,0
2447,3.402462502976608,0
2448,2.87279250607686,0
2449,2.287167098215098,0
2450,1.852039929360548,0
2451,1.869121221802781,0
2452,1.560487201411066,0
2453,1.764611864972258,0
2454,3.017287539739769,0
2455,4.170234833255724,0
2456,4.701709125271771,111.8018014716906
2457,3.858152370277475,215.9844949342983
2458,3.692922240541522,305.4482019983877
2459,3.11422713188136,374.0961188733074
2460,3.4510584349143,417.2500034700783
2461,3.653645201471729,431.9689898685966
2462,3.403458401963174,417.2500034700783
2463,3.384193339549822,374.0961188733074
2464,3.712932589177647,305.4482019983877
2465,4.032648547223044,215.9844949342983
2466,5.487447147996929,111.8018014716907
2467,6.406439523449551,0
2468,6.373204400737056,0
2469,4.999341437149948,0
2470,4.693112669944846,0
2471,3.703117650062282,0
2472,2.951890129154271,0
2473,2.263764456360487,0
2474,1.945117659394048,0
2475,1.819417434198498,0
2476,1.570077914498198,0
2477,1.797302639146266,0
2478,3.026409444730502,0
2479,4.117141872247834,0
2480,4.681875831040869,111.8018014716906
2481,3.781420553199394,215.9844949342983
2482,3.554394984437063,305.4482019983877
2483,3.095081310390187,374.0961188733074
2484,3.488056143315139,417.2500034700783
2485,3.878263517916472,431.9689898685966
2486,3.712975825108958,417.2500034700783
2487,3.204844795294648,374.0961188733074
2488,3.616923004953285,305.4482019983877
2489,4.323480729376842,215.9844949342983
2490,5.597070073125348,111.8018014716907
2491,6.708264497988061,0
2492,6.093007978719944,0
2493,5.077762916809238,0
2494,4.429061269577314,0
2495,3.679100407127226,0
2496,2.933073734791665,0
2497,2.237311464344888,0
2498,1.874235653620274,0
2499,1.783896183299963,0
2500,1.650058071572249,0
2501,1.794474836223384,0
2502,2.921682678156703,0
2503,4.059282228824118,0
2504,4.581353704233368,111.8018014716906
2505,3.774005759652975,215.9844949342983
2506,3.579264533460123,305.4482019983877
2507,3.281436433195584,374.0961188733074
2508,3.560312636866104,417.2500034700783
2509,3.84550239555923,431.9689898685966
2510,3.538760237132651,417.2500034700783
2511,3.252673473721055,374.0961188733074
2512,3.592665546645863,305.4482019983877
2513,4.28885915218102,215.9844949342983
2514,5.644824256174066,111.8018014716907
2515,6.318720022073379,0
2516,6.392005268046113,0
2517,5.395386486817836,0
2518,4.449848893589208,0
2519,3.663912071512443,0
2520,3.031708713265642,0
2521,2.272613298036386,0
2522,1.987712828972115,0
2523,1.847602153731861,0
2524,1.670390665038504,0
2525,1.739292679229018,0
2526,2.950792039973393,0
2527,4.198858557924163,0
2528,4.593873860285972,111.8018014716906
2529,3.831727858906489,215.9844949342983
2530,3.676791775847114,305.4482019983877
2531,3.059384496335345,374.0961188733074
2532,3.380629090260678,417.2500034700783
2533,3.887211593264913,431.9689898685966
2534,3.514849578738739,417.2500034700783
2535,3.370742948924965,374.0961188733074
2536,3.448644818822221,305.4482019983877
2537,4.064810993045852,215.9844949342983
2538,5.459364682313809,111.8018014716907
2539,6.450376537056783,0
2540,6.31712276691237,0
2541,4.988792251761277,0
2542,4.715894611669301,0
2543,3.362415999064811,0
2544,2.856749786853905,0
2545,2.201819718017298,0
2546,1.861331215343002,0
2547,1.831721377948904,0
2548,1.662180647672093,0
2549,1.728189058534492,0
2550,2.824540096066496,0
2551,4.251818547380113,0
2552,4.619975545929394,111.8018014716906
2553,3.759615125669158,215.9844949342983
2554,3.613627074336266,305.4482019983877
2555,3.120012750877542,374.0961188733074
2556,3.48281152873512,417.2500034700783
2557,3.690707992500472,431.9689898685966
2558,3.617967826170677,417.2500034700783
2559,3.366705567892057,374.0961188733074
2560,3.686344016348849,305.4482019983877
2561,4.317881615337105,215.9844949342983
2562,5.654233320953931,111.8018014716907
2563,6.363012545401823,0
2564,6.013943093127697,0
2565,5.138150723978599,0
2566,4.580375989643081,0
2567,3.52513638861357,0
2568,2.920413499667399,0
2569,2.159311067989757,0
2570,2.001370167867545,0
2571,1.785118135127213,0
2572,1.681127881732972,0
2573,1.777684939453757,0
2574,2.863788442686346,0
2575,4.080973238783302,0
2576,4.332055015871372,111.8018014716906
2577,3.937914272958577,215.9844949342983
2578,3.684405683397145,305.4482019983877
2579,3.316724905703949,374.0961188733074
2580,3.438183282068771,417.2500034700783
2581,3.582505971049364,431.9689898685966
2582,3.499235747843814,417.2500034700783
2583,3.054238253413255,374.0961188733074
2584,3.435076874110067,305.4482019983877
2585,4.058910770279353,215.9844949342983
2586,5.303710937091436,111.8018014716907
2587,6.572831548745832,0
2588,5.780457062238341,0
2589,4.978878992500523,0
2590,4.592975430471792,0
2591,3.396279699266206,0
2592,2.995977042110771,0
2593,2.275893428145386,0
2594,1.882947514922575,0
2595,1.809256976384146,0
2596,1.54206241365555,0
2597,1.797768823750691,0
2598,2.745472888901487,0
2599,4.118148333651557,0
2600,4.46408616019367,111.8018014716906
2601,3.648769992224009,215.9844949342983
2602,3.455278351874651,305.4482019983877
2603,3.083139669629697,374.0961188733074
2604,3.444932685451151,417.2500034700783
2605,3.836742797408561,431.9689898685966
2606,3.457718101394958,417.2500034700783
2607,3.035380542091592,374.0961188733074
2608,3.532775739967998,305.4482019983877
2609,4.085289675133646,215.9844949342983
2610,5.170239434456628,111.8018014716907
2611,6.429016617784963,0
2612,5.771827993831811,0
2613,5.076527726114572,0
2614,4.379115510071466,0
2615,3.541653649214263,0
2616,2.755845886988737,0
2617,2.283824458489745,0
2618,1.929458357877314,0
2619,1.76503762676616,0
2620,1.570039452404864,0
2621,1.732626031926112,0
2622,2.907188827782219,0
2623,4.242309603173234,0
2624,4.273828095322354,111.8018014716906
2625,3.917769559272855,215.9844949342983
2626,3.429374231550417,305.4482019983877
2627,3.221227732213235,374.0961188733074
2628,3.365338577626612,417.2500034700783
2629,3.550114010989475,431.9689898685966
2630,3.353558651753997,417.2500034700783
2631,3.036541894152101,374.0961188733074
2632,3.392303547925215,305.4482019983877
2633,4.116523085692313,215.9844949342983
2634,5.234835398021191,111.8018014716907
2635,6.430202777977575,0
2636,6.052529140552364,0
2637,5.135669855721851,0
2638,4.419874376498459,0
2639,3.643186809876822,0
2640,2.747518376544743,0
2641,2.324403189376375,0
2642,1.940250999585146,0
2643,1.857376076740208,0
2644,1.586893963573318,0
2645,1.846768457434934,0
2646,2.895808610900058,0
2647,4.296331728282264,0
2648,4.542307903868026,111.8018014716906
2649,3.83595944144971,215.9844949342983
2650,3.641502801137389,305.4482019983877
2651,3.175765800860725,374.0961188733074
2652,3.434102168958952,417.2500034700783
2653,3.82132172045252,431.9689898685966
2654,3.401072972755836,417.2500034700783
2655,3.18104407984706,374.0961188733074
2656,3.556605326723141,305.4482019983877
2657,3.959999002032154,215.9844949342983
2658,5.600990620026928,111.8018014716907
2659,6.301643954363848,0
2660,6.191168786005705,0
2661,4.967157658337572,0
2662,4.647140896463129,0
2663,3.420401150366295,0
2664,2.749648918465737,0
2665,2.323583655626749,0
2666,1.895995697699968,0
2667,1.85887357195935,0
2668,1.632385824030704,0
2669,1.828343771024584,0
2670,2.779149382766334,0
2671,4.037815750304878,0
2672,4.618665092316632,111.8018014716906
2673,3.638604927594912,215.9844949342983
2674,3.611645758981499,305.4482019983877
2675,3.175639646720485,374.0961188733074
2676,3.525742977211515,417.2500034700783
2677,3.740510142612361,431.9689898685966
2678,3.420088832806361,417.2500034700783
2679,3.160516391836038,374.0961188733074
2680,3.501264658272603,305.4482019983877
2681,3.918296566647193,215.9844949342983
2682,5.308912993989133,111.8018014716907
2683,6.14720138578472,0
2684,5.939806024580753,0
2685,5.07088335613131,0
2686,4.369749510620915,0
2687,3.363219928097579,0
2688,2.920371247645675,0
2689,2.214094233799486,0
2690,1.970371966760997,0
2691,1.740750814953189,0
2692,1.555063046618709,0
2693,1.800243873624435,0
2694,2.945697541016093,0
2695,4.245001317658226,0
2696,4.604768152207277,111.8018014716906
2697,3.886831954047973,215.9844949342983
2698,3.316974049628362,305.4482019983877
2699,3.321165966384326,374.0961188733074
2700,3.44656757182886,417.2500034700783
2701,3.724896707732608,431.9689898685966
2702,3.464312659449921,417.2500034700783
2703,3.077110855625406,374.0961188733074
2704,3.585325345571181,305.4482019983877
2705,4.045967701427141,215.9844949342983
2706,5.371812577556796,111.8018014716907
2707,6.18953081759039,0
2708,6.080267417802135,0
2709,4.837917892420444,0
2710,4.507465745646826,0
2711,3.539746430779511,0
2712,2.946996685905138,0
2713,2.148789696974993,0
2714,1.951305388196692,0
2715,1.843004218443385,0
2716,1.550275150103966,0
2717,1.81294519422889,0
2718,2.830132808193642,0
2719,4.087819365796643,0
2720,4.525572428096075,111.8018014716906
2721,3.848902645024726,215.9844949342983
2722,3.307004219366701,305.4482019983877
2723,3.284508323989481,374.0961188733074
2724,3.415454985262913,417.2500034700783
2725,3.495414751739284,431.9689898685966
2726,3.624389266279541,417.2500034700783
2727,3.106893717784202,374.0961188733074
2728,3.528291136333933,305.4482019983877
2729,3.968649261744645,215.9844949342983
2730,5.389260564673079,111.8018014716907
2731,6.452829796077846,0
2732,6.192537837545855,0
2733,5.101838311017906,0
2734,4.483036671404309,0
2735,3.600080683861885,0
2736,2.957845349654234,0
2737,2.122941788164276,0
2738,1.933307799291179,0
2739,1.742112006539444,0
2740,1.533739977001525,0
2741,1.683928457521817,0
2742,2.767210903021605,0
2743,4.17918433324175,0
2744,4.293782019707005,111.8018014716906
2745,3.610377608855956,215.9844949342983
2746,3.608434683745622,305.4482019983877
2747,3.040141309633642,374.0961188733074
2748,3.602888381295285,417.2500034700783
2749,3.783064453686206,431.9689898685966
2750,3.313525576703413,417.2500034700783
2751,3.280407954132408,374.0961188733074
2752,3.456806759891794,305.4482019983877
2753,4.197503478446551,215.9844949342983
2754,5.420226532837334,111.8018014716907
2755,6.478829694612112,0
2756,5.815219895939436,0
2757,5.249924897370328,0
2758,4.210286755915704,0
2759,3.513004260094395,0
2760,2.819962102790474,0
2761,2.25240631160052,0
2762,1.856809117646793,0
2763,1.737194477337878,0
2764,1.512281589766066,0
2765,1.758602512853445,0
2766,2.832369202832136,0
2767,4.011020116161759,0
2768,4.494812770466561,111.8018014716906
2769,3.839403342063793,215.9844949342983
2770,3.58504928304092,305.4482019983877
2771,3.233567033416787,374.0961188733074
2772,3.347968135981747,417.2500034700783
2773,3.667716814071787,431.9689898685966
2774,3.550474118171679,417.2500034700783
2775,2.99808916469859,374.0961188733074
2776,3.426634892204405,305.4482019983877
2777,4.079107649831315,215.9844949342983
2778,5.504098796722293,111.8018014716907
2779,6.136004007771882,0
2780,5.905042946486484,0
2781,4.983925109426068,0
2782,4.316325458640976,0
2783,3.610637371153655,0
2784,2.825064939703132,0
2785,2.223581408901418,0
2786,1.834084255694827,0
2787,1.826010083561518,0
2788,1.51088530782947,0
2789,1.725638868671792,0
2790,2.788555552153287,0
2791,3.920193602449464,0
2792,4.590121788871999,111.8018014716906
2793,3.891652289061155,215.9844949342983
2794,3.595482191973094,305.4482019983877
2795,3.106759943804092,374.0961188733074
2796,3.429319182150186,417.2500034700783
2797,3.52449411109928,431.9689898685966
2798,3.481928998764025,417.2500034700783
2799,3.155382731200546,374.0961188733074
2800,3.618249408926835,305.4482019983877
2801,4.112131521806153,215.9844949342983
2802,5.115865639574518,111.8018014716907
2803,6.040539672121365,0
2804,6.01411357401417,0
2805,4.852591248674654,0
2806,4.29080540986793,0
2807,3.404419034213559,0
2808,2.806945338788461,0
2809,2.099435399205673,0
2810,1.816777044423114,0
2811,1.714945955479474,0
2812,1.531246062772044,0
2813,1.726226311549168,0
2814,2.905926589317883,0
2815,4.02244620524708,0
2816,4.29459924547491,111.8018014716906
2817,3.918002343513846,215.9844949342983
2818,3.540686391761271,305.4482019983877
2819,3.047560837224585,374.0961188733074
2820,3.417475135483218,417.2500034700783
2821,3.46600949074573,431.9689898685966
2822,3.380837574556399,417.2500034700783
2823,3.003318069791003,374.0961188733074
2824,3.537080147797121,305.4482019983877
2825,4.229313673203991,215.9844949342983
2826,5.171406020032087,111.8018014716907
2827,5.977034416313773,0
2828,5.876701156852747,0
2829,4.960583064627269,0
2830,4.527771668298069,0
2831,3.392790355769589,0
2832,2.786330299614409,0
2833,2.27874990024981,0
2834,1.851853947287417,0
2835,1.751931996622245,0
2836,1.520720619746017,0
2837,1.71470105741662,0
2838,2.684886846345322,0
2839,3.915496142342046,0
2840,4.264307723607232,111.8018014716906
2841,3.768707476156444,215.9844949342983
2842,3.314293962638156,305.4482019983877
2843,3.177993415768868,374.0961188733074
2844,3.35568777548069,417.2500034700783
2845,3.64465459032479,431.9689898685966
2846,3.400986690005022,417.2500034700783
2847,3.074357039268941,374.0961188733074
2848,3.465305456327574,305.4482019983877
2849,3.970065221547989,215.9844949342983
2850,5.137294716651326,111.8018014716907
2851,6.372823778907149,0
2852,5.797819570248466,0
2853,4.85438190743986,0
2854,4.2937901736102,0
2855,3.578616263101883,0
2856,2.813454477946368,0
2857,2.193215461633216,0
2858,1.811053391031034,0
2859,1.825104774374557,0
2860,1.60452386933752,0
2861,1.689819500546994,0
2862,2.829407671059821,0
2863,3.999010898816428,0
2864,4.212069406560639,111.8018014716906
2865,3.699430545345749,215.9844949342983
2866,3.536362693933739,305.4482019983877
2867,3.259526055836157,374.0961188733074
2868,3.367782817614299,417.2500034700783
2869,3.479898025093275,431.9689898685966
2870,3.268791309982775,417.2500034700783
2871,3.251614315359588,374.0961188733074
2872,3.529365703980435,305.4482019983877
2873,3.896662027800004,215.9844949342983
2874,5.35691359619343,111.8018014716907
2875,5.917130199557995,0
2876,5.982403408100479,0
2877,5.224278680547324,0
2878,4.247086461540727,0
2879,3.565851494437324,0
2880,2.936452089448123,0
2881,2.10817020404944,0
2882,1.921197590555815,0
2883,1.733791283314977,0
2884,1.596802699861908,0
2885,1.661507842141719,0
2886,2.71904771033711,0
2887,4.000126314926403,0
2888,4.351634339633758,84.69833444825048
2889,3.870334379118888,163.6246173744684
2890,3.561008898527695,231.4001530290816
2891,3.204903513663185,283.4061506615965
2892,3.268867224024826,316.0984874773321
2893,3.541184635881637,327.2492347489368
2894,3.307667167953856,316.0984874773321
2895,3.241540742673492,283.4061506615966
2896,3.55843953476505,231.4001530290816
2897,4.215325133804098,163.6246173744684
2898,5.183470888605211,84.69833444825056
2899,6.2809817393056,0
2900,5.625103080503211,0
2901,5.038345434837826,0
2902,4.541347999032694,0
2903,3.280093027577161,0
2904,2.820225843664896,0
2905,2.257167883755873,0
2906,1.790410516040291,0
2907,1.8187050882312,0
2908,1.546013507768922,0
2909,1.770297756286036,0
2910,2.840012940660825,0
2911,4.17835347347259,0
2912,4.191362927802273,84.69833444825048
2913,3.682212728439195,163.6246173744684
2914,3.421353222967248,231.4001530290816
2915,3.125962624236915,283.4061506615965
2916,3.377878163484797,316.0984874773321
2917,3.706176559849264,327.2492347489368
2918,3.523805666947917,316.0984874773321
2919,3.189902965759823,283.4061506615966
2920,3.30704420792805,231.4001530290816
2921,3.903008562682198,163.6246173744684
2922,5.407000759037801,84.69833444825056
2923,6.19577648913621,0
2924,5.651734917497738,0
2925,4.84697550067296,0
2926,4.30374992818389,0
2927,3.444788967873637,0
2928,2.681691943519134,0
2929,2.263326708370669,0
2930,1.937366998387716,0
2931,1.766305318970043,0
2932,1.541000589157704,0
2933,1.683473014093288,0
2934,2.651387478453546,0
2935,4.164381043709545,0
2936,4.40891569399806,84.69833444825048
2937,3.56127827308074,163.6246173744684
2938,3.493964139609882,231.4001530290816
2939,2.94385977253388,283.4061506615965
2940,3.555123000641682,316.0984874773321
2941,3.523360700030665,327.2492347489368
2942,3.259188565089085,316.0984874773321
2943,2.978269745602383,283.4061506615966
2944,3.397612742581576,231.4001530290816
2945,4.040475479037745,163.6246173744684
2946,5.398574496535992,84.69833444825056
2947,6.459387827473103,0
2948,5.747894554557095,0
2949,5.189824338787144,0
2950,4.301420696059718,0
2951,3.461684060404989,0
2952,2.811561871431787,0
2953,2.185061862339785,0
2954,1.861027363860414,0
2955,1.746981844720404,0
2956,1.484154728207568,0
2957,1.655504205593192,0
2958,2.703461373625538,0
2959,4.055067572179446,0
2960,4.358265461336864,84.69833444825048
2961,3.881738688954552,163.6246173744684
2962,3.379615403853881,231.4001530290816
2963,3.175701297501628,283.4061506615965
2964,3.4061730259704,316.0984874773321
2965,3.575468634341356,327.2492347489368
2966,3.472431264896476,316.0984874773321
2967,3.19397479089198,283.4061506615966
2968,3.436680793565391,231.4001530290816
2969,4.056784253171153,163.6246173744684
2970,5.252393525077171,84.69833444825056
2971,6.023643912381498,0
2972,6.126307580372718,0
2973,4.872490527435835,0
2974,4.187805018211147,0
2975,3.387646186985008,0
2976,2.719424985477461,0
2977,2.129200468883674,0
2978,1.933440946485524,0
2979,1.702650248757898,0
2980,1.54171652940822,0
2981,1.711304135252182,0
2982,2.788561893711243,0
2983,3.962129471930758,0
2984,4.338456978521222,84.69833444825048
2985,3.764356868849842,163.6246173744684
2986,3.367476998238763,231.4001530290816
2987,3.203088246965061,283.4061506615965
2988,3.280819342859461,316.0984874773321
2989,3.463870106408251,327.2492347489368
2990,3.323904370773886,316.0984874773321
2991,3.148503528916727,283.4061506615966
2992,3.232658516909467,231.4001530290816
2993,4.06587628731271,163.6246173744684
2994,5.446556597327804,84.69833444825056
2995,6.149113083203902,0
2996,5.866122207721208,0
2997,5.091152097383851,0
2998,4.275635041032176,0
2999,3.321473865604665,0
3000,2.730359485606082,0
3001,2.074897672163096,0
3002,1.908860130470717,0
3003,1.773526008798923,0
3004,1.518914653107187,0
3005,1.688014636918621,0
3006,2.870491081818827,0
3007,3.918089787174772,0
3008,4.269044726141713,84.69833444825048
3009,3.597683385637278,163.6246173744684
3010,3.320978641150603,231.4001530290816
3011,3.115533453873649,283.4061506615965
3012,3.265604623322125,316.0984874773321
3013,3.650102741025429,327.2492347489368
3014,3.477657579345632,316.0984874773321
3015,2.962768087749525,283.4061506615966
3016,3.43743624086562,231.4001530290816
3017,3.818133419550605,163.6246173744684
3018,5.083985844006774,84.69833444825056
3019,6.188817648392015,0
3020,5.782933495727739,0
3021,4.885288663146325,0
3022,4.229715237699026,0
3023,3.491935522134964,0
3024,2.815035003964801,0
3025,2.074046345364638,0
3026,1.75433598867575,0
3027,1.733169888430725,0
3028,1.59096480029952,0
3029,1.753862742284479,0
3030,2.843244579689504,0
3031,3.821417607129765,0
3032,4.230859098512027,84.69833444825048
3033,3.656497507980105,163.6246173744684
3034,3.291361201641721,231.4001530290816
3035,3.090278037463368,283.4061506615965
3036,3.458022679877375,316.0984874773321
3037,3.603426474527121,327.2492347489368
3038,3.534266653917221,316.0984874773321
3039,3.043268844960031,283.4061506615966
3040,3.242008283414258,231.4001530290816
3041,3.876043750958025,163.6246173744684
3042,5.307548742395547,84.69833444825056
3043,6.336110393807606,0
3044,5.747821813222322,0
3045,4.858447604038995,0
3046,4.106986374880689,0
3047,3.429696879896177,0
3048,2.661450612112968,0
3049,2.160434837049134,0
3050,1.899996568048166,0
3051,1.656476617519415,0
3052,1.551962784466288,0
3053,1.777427096025567,0
3054,2.776683458717464,0
3055,3.962312984960048,0
3056,4.336599923935843,84.69833444825048
3057,3.84832892980997,163.6246173744684
3058,3.332519021760548,231.4001530290816
3059,3.024353988111304,283.4061506615965
3060,3.204613974411375,316.0984874773321
3061,3.648037162692039,327.2492347489368
3062,3.386081763958534,316.0984874773321
3063,3.039463255240265,283.4061506615966
3064,3.390658524562522,231.4001530290816
3065,4.160512201990481,163.6246173744684
3066,5.400397788864174,84.69833444825056
3067,6.018845723103428,0
3068,5.617791183353476,0
3069,4.940216149991071,0
3070,4.20679926450785,0
3071,3.513824647166376,0
3072,2.71201791895626,0
3073,2.118160283705722,0
3074,1.79671456625774,0
3075,1.719754969453069,0
3076,1.483611054195841,0
3077,1.766013211216998,0
3078,2.712746265535078,0
3079,4.060041591169129,0
3080,4.267456112045656,84.69833444825048
3081,3.738343515282386,163.6246173744684
3082,3.261538046135772,231.4001530290816
3083,3.117579444567316,283.4061506615965
3084,3.209131634066551,316.0984874773321
3085,3.484234466965316,327.2492347489368
3086,3.425308006075605,316.0984874773321
3087,2.920045266149341,283.4061506615966
3088,3.221940551342519,231.4001530290816
3089,3.928833033033286,163.6246173744684
3090,5.021736971484018,84.69833444825056
3091,5.904009701189784,0
3092,5.83267387832062,0
3093,5.032010249826151,0
3094,4.210907120740693,0
3095,3.271720591192315,0
3096,2.778797708676797,0
3097,2.167191232607824,0
3098,1.778490423587606,0
3099,1.702791034516957,0
3100,1.464818854324516,0
3101,1.7883059027478,0
3102,2.764474016352367,0
3103,3.82333342137612,0
3104,4.348378649953417,84.69833444825048
3105,3.527859343465195,163.6246173744684
3106,3.383325751432938,231.4001530290816
3107,3.153687340016968,283.4061506615965
3108,3.238806595247719,316.0984874773321
3109,3.497042664777278,327.2492347489368
3110,3.330362368221369,316.0984874773321
3111,2.96099592740576,283.4061506615966
3112,3.505737665011211,231.4001530290816
3113,4.036170247399169,163.6246173744684
3114,5.138634126751117,84.69833444825056
3115,5.901979547150045,0
3116,5.95271575501332,0
3117,4.637342022668163,0
3118,4.19976196035584,0
3119,3.238881280144686,0
3120,2.6575643407993,0
3121,2.067047593108271,0
3122,1.833700985590165,0
3123,1.648185278440411,0
3124,1.591286241351694,0
3125,1.760859107774309,0
3126,2.700367717962249,0
3127,4.055594663979078,0
3128,4.097788220454815,84.69833444825048
3129,3.755286423073621,163.6246173744684
3130,3.255852715517622,231.4001530290816
3131,3.16513176450345,283.4061506615965
3132,3.235615783981948,316.0984874773321
3133,3.531514488032223,327.2492347489368
3134,3.2816937179134,316.0984874773321
3135,2.901978534813978,283.4061506615966
3136,3.350756204451251,231.4001530290816
3137,4.13824553283967,163.6246173744684
3138,4.933510068098108,84.69833444825056
3139,6.347524212934068,0
3140,5.982344996720173,0
3141,4.762335916134204,0
3142,4.178219661935637,0
3143,3.44676942289576,0
3144,2.70606289444618,0
3145,2.078084279333379,0
3146,1.844799207880882,0
3147,1.75359385363627,0
3148,1.450380479452703,0
3149,1.635039814015049,0
3150,2.747334002492459,0
3151,3.957408800288496,0
3152,4.425433011724436,84.69833444825048
3153,3.698017396929802,163.6246173744684
3154,3.477821240340315,231.4001530290816
3155,3.036584381526943,283.4061506615965
3156,3.507068915475064,316.0984874773321
3157,3.61236813389967,327.2492347489368
3158,3.340758005077128,316.0984874773321
3159,3.124055390556544,283.4061506615966
3160,3.45596726763321,231.4001530290816
3161,4.018799898932278,163.6246173744684
3162,5.012138977151755,84.69833444825056
3163,6.032086976478343,0
3164,5.944079391724562,0
3165,4.707755223594472,0
3166,4.135063699818634,0
3167,3.487781105819049,0
3168,2.619452667232964,0
3169,2.228269713503919,0
3170,1.731739133378096,0
3171,1.684372032455532,0
3172,1.495440493853791,0
3173,1.771956318998004,0
3174,2.701687705590366,0
3175,3.930910660771343,0
3176,4.178737355683912,84.69833444825048
3177,3.457261940359577,163.6246173744684
3178,3.232159329867034,231.4001530290816
3179,2.929975752456835,283.4061506615965
3180,3.362214965113691,316.0984874773321
3181,3.445466949049333,327.2492347489368
3182,3.375513298525823,316.0984874773321
3183,3.151550988268268,283.4061506615966
3184,3.414315206337616,231.4001530290816
3185,3.877488765196014,163.6246173744684
3186,5.070746387253712,84.69833444825056
3187,6.122012024534064,0
3188,5.481565237971448,0
3189,4.789853198836422,0
3190,4.029141363387623,0
3191,3.228045121678897,0
3192,2.835230285194143,0
3193,2.029584221562568,0
3194,1.868487551171604,0
3195,1.61748849756397,0
3196,1.582615498262825,0
3197,1.760660444453423,0
3198,2.722877041056384,0
3199,3.995157725351746,0
3200,4.41505189649761,84.69833444825048
3201,3.477825441740059,163.6246173744684
3202,3.360893598227567,231.4001530290816
3203,2.894539945490431,283.4061506615965
3204,3.168558143761953,316.0984874773321
3205,3.514161199151855,327.2492347489368
3206,3.456530881977075,316.0984874773321
3207,3.0652283931835,283.4061506615966
3208,3.24729663625658,231.4001530290816
3209,4.010718528981946,163.6246173744684
3210,5.086357284195485,84.69833444825056
3211,6.0027562089085,0
3212,5.996535699378944,0
3213,4.978033915165567,0
3214,4.078109591087774,0
3215,3.265546731059533,0
3216,2.807368807721401,0
3217,2.106085617066166,0
3218,1.841709292170987,0
3219,1.680180070297061,0
3220,1.465367619471723,0
3221,1.719735400809411,0
3222,2.603293285581598,0
3223,3.892048035894105,0
3224,4.054179697796548,84.69833444825048
3225,3.485257076538884,163.6246173744684
3226,3.277049005760384,231.4001530290816
3227,3.11755983818242,283.4061506615965
3228,3.467292594495538,316.0984874773321
3229,3.472915368000653,327.2492347489368
3230,3.3774538308948,316.0984874773321
3231,3.122171252558459,283.4061506615966
3232,3.226913063383814,231.4001530290816
3233,3.94282233158984,163.6246173744684
3234,4.986282492804441,84.69833444825056
3235,6.321184607159346,0
3236,5.920018599947538,0
3237,4.897565372821536,0
3238,4.102167661657894,0
3239,3.336644224587723,0
3240,2.61157176491366,0
3241,2.1052395838497,0
3242,1.837576477085391,0
3243,1.65598680237423,0
3244,1.518997057359226,0
3245,1.734125283059778,0
3246,2.623808745289396,0
3247,3.759156138136386,0
3248,4.211161108258477,84.69833444825048
3249,3.529577593602923,163.6246173744684
3250,3.321313128319851,231.4001530290816
3251,3.144083076820671,283.4061506615965
3252,3.162464365264298,316.0984874773321
3253,3.330249098387032,327.2492347489368
3254,3.439025490428617,316.0984874773321
3255,3.072617694869958,283.4061506615966
3256,3.226029637347356,231.4001530290816
3257,4.052066584679297,163.6246173744684
3258,5.196481704650788,84.69833444825056
3259,5.938442875288332,0
3260,5.954900060426203,0
3261,5.008418110412817,0
3262,4.334662573765219,0
3263,3.300859100733349,0
3264,2.581779769251957,0
3265,2.082830189447929,0
3266,1.734902305280482,0
3267,1.701813679404594,0
3268,1.493434349747672,0
3269,1.675378622954228,0
3270,2.747134246469782,0
3271,4.040344611274069,0
3272,4.113923779532441,84.69833444825048
3273,3.679168814122976,163.6246173744684
3274,3.213759684873976,231.4001530290816
3275,2.902150983853518,283.4061506615965
3276,3.43295844939566,316.0984874773321
3277,3.352987351214562,327.2492347489368
3278,3.337732783578742,316.0984874773321
3279,3.125218225389611,283.4061506615966
3280,3.228661572296421,231.4001530290816
3281,3.742044615842584,163.6246173744684
3282,5.01986696577174,84.69833444825056
3283,6.289605171044114,0
3284,5.973426521643369,0
3285,4.73801885875737,0
3286,4.054828677546075,0
3287,3.418011046751475,0
3288,2.692461733665146,0
3289,2.107512809938102,0
3290,1.82094086920604,0
3291,1.645902328633688,0
3292,1.520636132004459,0
3293,1.659687123113182,0
3294,2.60162174092905,0
3295,3.850410372595094,0
3296,4.200491517205047,84.69833444825048
3297,3.660254158197882,163.6246173744684
3298,3.324432556891651,231.4001530290816
3299,3.019561885911721,283.4061506615965
3300,3.224069977568229,316.0984874773321
3301,3.313211736786808,327.2492347489368
3302,3.299962117256622,316.0984874773321
3303,2.952795284268289,283.4061506615966
3304,3.347256492509685,231.4001530290816
3305,4.002578796835063,163.6246173744684
3306,4.847983517947538,84.69833444825056
3307,6.091429928329654,0
3308,5.941187172916831,0
3309,4.865734523681189,0
3310,4.036718888488021,0
3311,3.29273458859395,0
3312,2.787838334522434,0
3313,2.115184229151162,0
3314,1.843291307416785,0
3315,1.656649098665363,0
3316,1.516887888338061,0
3317,1.600221208179383,0
3318,2.733711261119501,0
3319,3.728514521846397,0
3320,4.161256534949239,84.69833444825048
3321,3.739718343080497,163.6246173744684
3322,3.342414303418268,231.4001530290816
3323,2.936985821640948,283.4061506615965
3324,3.273198534733758,316.0984874773321
3325,3.503139392118946,327.2492347489368
3326,3.405779360594881,316.0984874773321
3327,2.972910430357453,283.4061506615966
3328,3.414541869706268,231.4001530290816
3329,4.066942120465109,163.6246173744684
3330,4.970321730839412,84.69833444825056
3331,6.253741068857714,0
3332,5.781650745828571,0
